,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
4604,S12294800148,05/20/2013,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1031200.0,VODKA FLAVORED,260,Diageo Americas,41715,Smirnoff Cranberry Vodka,12,750,$8.25,$12.37,6,$74.22,4.5,1.19
4605,S04532300025,03/13/2012,4347,Jeff's Market / Blue Grass,102 W MAYNE,BLUE GRASS,52726,"102 W MAYNE
BLUE GRASS 52726
(41.509114, -90.765769)",82.0,Scott,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,10006,Scoresby Rare Scotch,12,750,$5.13,$7.69,1,$7.69,0.75,0.2
4606,S06167400063,06/20/2012,3769,Wal-Mart 0753 / Cedar Fall,525 BRANDILYNN BLVD,CEDAR FALLS,50613,"525 BRANDILYNN BLVD
CEDAR FALLS 50613
(42.485041, -92.440301)",7.0,Black Hawk,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,20248,Old Crow,6,1750,$8.92,$13.38,6,$80.28,10.5,2.77
4607,S28235700030,10/01/2015,5127,Price Chopper  /  Ingersoll,3425 INGERSOLL AVE,DES MOINES,50312,"3425 INGERSOLL AVE
DES MOINES 50312
(41.586313, -93.663337)",77.0,Polk,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.18,$6.60,12,$79.20,9.0,2.38
4608,S05838800055,06/04/2012,3494,Sam's Club 6514 / Waterloo,210 EAST TOWER PARK DR,WATERLOO,50702,"210 EAST TOWER PARK DR
WATERLOO 50702
(42.456362, -92.352552)",7.0,Black Hawk,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41707,Phillips Lime Flavored Vodka,12,1000,$5.78,$8.67,12,$104.04,12.0,3.17
4609,S26727800014,07/14/2015,2562,Hy-Vee Food Store / Fort Dodge,115 SOUTH 29TH ST,FORT DODGE,50501,"115 SOUTH 29TH ST
FORT DODGE 50501
(42.504742, -94.158247)",94.0,Webster,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.84,$7.26,12,$87.12,9.0,2.38
4610,S04680300004,03/22/2012,4392,KUM & GO #156 / CLIVE,15600 HICKMAN RD,CLIVE,50325,"15600 HICKMAN RD
CLIVE 50325
(41.614732, -93.834218)",77.0,Polk,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,$13.01,$19.51,12,$234.12,9.0,2.38
4611,S10657000066,02/18/2013,3529,A To Z Liquor and Smoke Shop,114 S SECOND,CHEROKEE,51012,"114 S SECOND
CHEROKEE 51012
(42.749161, -95.551309)",18.0,Cherokee,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,$6.51,$9.77,5,$48.85,1.88,0.5
4612,S10936300019,03/05/2013,4776,The Market on 30 / Carroll,420 WEST HWY 30,CARROLL,51401,"420 WEST HWY 30
CARROLL 51401
",14.0,Carroll,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42716,Malibu Coconut Rum,12,750,$7.50,$11.24,3,$33.72,2.25,0.59
4613,S15817000003,11/21/2013,4825,Casey's General Store #3212 / Osceol,400 S MAIN ST,OSCEOLA,50213,"400 S MAIN ST
OSCEOLA 50213
(41.030337, -93.765689)",20.0,Clarke,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$4.83,$7.44,12,$89.28,9.0,2.38
4614,S10619600021,02/14/2013,2567,Hy-Vee Drugstore / Davenport,2200 WEST KIMBERLY,DAVENPORT,52806,"2200 WEST KIMBERLY
DAVENPORT 52806
(41.560151, -90.608199)",82.0,Scott,1081390.0,IMPORTED SCHNAPPS,260,Diageo Americas,65066,Goldschlager Cinnamon Schnapps,12,750,$12.50,$18.74,2,$37.48,1.5,0.4
4615,S23101000273,12/20/2014,2604,Hy-Vee Wine and Spirits / Lemars,1201 12TH AVE SW,LEMARS,51031,"1201 12TH AVE SW
LEMARS 51031
(42.778257, -96.18335)",75.0,Plymouth,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19475,Maker's Mark Replica,12,375,$7.86,$11.79,2,$23.58,0.75,0.2
4616,S04642200010,03/20/2012,3738,Hartig Drug Company #4 / Dubuque,2225 CENTRAL AVE,DUBUQUE,52001,"2225 CENTRAL AVE
DUBUQUE 52001
(42.513839, -90.671531)",31.0,Dubuque,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45278,Paramount White Rum,6,1750,$7.58,$11.37,6,$68.22,10.5,2.77
4617,S28799500014,11/02/2015,4258,Fareway Stores #009 / Burlington,920 LAWRENCE DR,BURLINGTON,52601,"920 LAWRENCE DR
BURLINGTON 52601
(40.800016, -91.140023)",29.0,Des Moines,1011200.0,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),77776,Wild Turkey American Honey,12,750,$10.50,$15.75,3,$47.25,2.25,0.59
4618,S15785700033,11/19/2013,3390,Okoboji Avenue Liquor,1610 OKOBOJI AVENUE,MILFORD,51351,"1610 OKOBOJI AVENUE
MILFORD 51351
(43.331525, -95.149955)",30.0,Dickinson,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,$7.47,$11.21,6,$67.26,10.5,2.77
4619,S25661500029,05/19/2015,3477,Sam's Club 6472 / Council Bluffs,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,"3221 MANAWA CENTRE DR
COUNCIL BLUFFS 51501
(41.225208, -95.847163)",78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,461,Campari(skyy),37987,Skyy Vodka,12,1000,$12.35,$18.53,12,$222.36,12.0,3.17
4620,S06481200018,07/10/2012,4637,Kwik Shop #560 / Cedar Rapids,3301 J ST,CEDAR RAPIDS,52404,"3301 J ST
CEDAR RAPIDS 52404
(41.945049, -91.666828)",57.0,Linn,1081600.0,WHISKEY LIQUEUR,85,Brown-Forman Corporation,86884,Southern Comfort,24,375,$4.54,$6.80,8,$54.40,3.0,0.79
4621,S25690600021,05/18/2015,2601,Hy-Vee Food Store / Fairfield,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,"1300 WEST BURLINGTON AVE
FAIRFIELD 52556
(41.006456, -91.978702)",51.0,Jefferson,1011200.0,STRAIGHT BOURBON WHISKIES,421,"Sazerac Co., Inc.",16516,Ancient Age Bourbon,12,750,$6.16,$9.24,12,$110.88,9.0,2.38
4622,S18904900035,05/12/2014,3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,"1925 W BROADWAY
COUNCIL BLUFFS 51501
(41.261866, -95.873074)",78.0,Pottawattamie,1022100.0,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,4,$62.92,3.0,0.79
4623,S05424900034,05/08/2012,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,"201 W 1st ST
SUMNER 50674
(42.847479, -92.099221)",9.0,Bremer,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43137,Bacardi Limon,12,1000,$10.24,$15.35,2,$30.70,2.0,0.53
4624,S08675100016,10/31/2012,4187,Jensen Liquor North,109  5TH ST,SIBLEY,51249,"109 5TH ST
SIBLEY 51249
(43.403935, -95.759951)",72.0,Osceola,1031080.0,VODKA 80 PROOF,297,Laird And Company,35913,Five O'clock Vodka,48,200,$1.10,$1.65,48,$79.20,9.6,2.54
4625,S14145700009,08/27/2013,4136,Fareway Stores #983 / Grimes,351 GATEWAY DR,GRIMES,50111,"351 GATEWAY DR
GRIMES 50111
(41.686283, -93.779984)",77.0,Polk,1062310.0,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$8.75,$13.12,12,$157.44,9.0,2.38
4626,S18476800195,04/17/2014,2588,Hy-Vee Food and Drug #6 / Cedar Rapi,4035 MT. VERNON ROAD S.E.,CEDAR RAPIDS,52403,"4035 MT. VERNON ROAD S.E.
CEDAR RAPIDS 52403
(41.976831, -91.61041)",57.0,Linn,1062310.0,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45884,Sailor Jerry Spiced Navy Rum,24,375,$4.80,$7.20,12,$86.40,4.5,1.19
4627,S06575800040,07/16/2012,3721,Wal-Mart 0913 / Decorah,1798 OLD STAGE RD,DECORAH,52101,"1798 OLD STAGE RD
DECORAH 52101
(43.289239, -91.754287)",96.0,Winneshiek,1071100.0,AMERICAN COCKTAILS,260,Diageo Americas,58801,Captain Morgan Long Island Iced Tea,6,1750,$10.50,$15.74,6,$94.44,10.5,2.77
4628,S17572200056,02/25/2014,2578,Hy-Vee / Charles City,901 KELLY ST,CHARLES CITY,50616,"901 KELLY ST
CHARLES CITY 50616
(43.066994, -92.675562)",34.0,Floyd,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37347,Phillips Vodka,12,1000,$4.29,$6.44,12,$77.28,12.0,3.17
4629,S23411800029,01/12/2015,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1081900.0,MISC. AMERICAN CORDIALS & LIQUEURS,322,Prestige Wine and Spirits Group,75214,Kinky Blue,12,750,$10.00,$15.00,12,$180.00,9.0,2.38
4630,S17834200003,03/11/2014,4357,Kum & Go #125 / Story City,527 PARK AVE,STORY CITY,50248,"527 PARK AVE
STORY CITY 50248
(42.186722, -93.597789)",85.0,Story,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27544,Red Stag By Jim Beam,12,750,$11.03,$16.55,12,$198.60,9.0,2.38
4631,S05085000018,04/17/2012,2445,Ruback's Food Center,504 SOUTH HIGHWAY,OAKLAND,51560,"504 SOUTH HIGHWAY
OAKLAND 51560
",78.0,Pottawattamie,1011200.0,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21597,Ten High,12,1000,$4.93,$7.40,3,$22.20,3.0,0.79
4632,S22836400031,12/10/2014,3928,Smokin' Joe's #12 Tobacco and Liquor,465 HWY 965 UNIT G,NORTH LIBERTY,52317,"465 HWY 965 UNIT G
NORTH LIBERTY 52317
(41.739934, -91.607593)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,55,Sazerac North America,21596,Ten High,12,750,$4.10,$6.15,3,$18.45,2.25,0.59
4633,S27122500057,08/06/2015,5156,Casey's General Store #1020  / Le Cl,"210, JONES ST",LE CLAIRE,52753,"210, JONES ST
LE CLAIRE 52753
(41.598593, -90.345923)",82.0,Scott,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,$8.98,$13.47,6,$80.82,4.5,1.19
4634,S25993000104,06/03/2015,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,434,Luxco-St Louis,45277,Paramount White Rum,12,1000,$4.34,$6.51,24,$156.24,24.0,6.34
4635,S20945100094,08/29/2014,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,"3780 STATE ST
BETTENDORF 52722
(41.529655, -90.48065)",82.0,Scott,1022100.0,TEQUILA,255,Wilson Daniels Ltd.,89242,Corralejo Reposado Tequila,6,750,$15.00,$22.50,2,$45.00,1.5,0.4
4636,S12208200005,05/15/2013,4414,KUM & GO #23 / NEOLA,29356 298TH ST,NEOLA,51559,"29356 298TH ST
NEOLA 51559
(41.438776, -95.612045)",78.0,Pottawattamie,1081305.0,APPLE SCHNAPPS,65,Jim Beam Brands,82606,Dekuyper Sour Apple Pucker,12,750,$6.30,$9.45,12,$113.40,9.0,2.38
4637,S15996300013,12/04/2013,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,"4064 E 53RD ST
DAVENPORT 52807
(41.574973, -90.513769)",82.0,Scott,1011200.0,STRAIGHT BOURBON WHISKIES,461,Campari(skyy),22175,Russell's Reserve 10YR,6,750,$17.49,$26.23,6,$157.38,4.5,1.19
4638,S22182600007,11/04/2014,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,"1725 74TH ST
WEST DES MOINES 50266
(41.598514, -93.808855)",77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,$29.72,$44.58,5,$222.90,15.0,3.96
4639,S10583300045,02/13/2013,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,"1140 NORTH JEFFERSON ST
OTTUMWA 52501
(41.026754, -92.401538)",90.0,Wapello,1012100.0,CANADIAN WHISKIES,971,"Hood River Distillers, Inc.",14208,Pendleton 1910,6,750,$20.00,$30.00,2,$60.00,1.5,0.4
4640,S08667100010,10/31/2012,4468,CIRCLE K #6600 / MUSCATINE,802 CYPRESS ST,MUSCATINE,52761,"802 CYPRESS ST
MUSCATINE 52761
(41.431605, -91.041148)",70.0,Muscatine,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65256,Jagermeister Liqueur,12,750,$12.04,$18.06,6,$108.36,4.5,1.19
4641,S07452500055,08/30/2012,3926,Liquor Downtown / Iowa City,315 S GILBERT ST,IOWA CITY,52240,"315 S GILBERT ST
IOWA CITY 52240
(41.657654, -91.530181)",52.0,Johnson,1081030.0,COFFEE LIQUEURS,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,$8.13,$12.20,12,$146.40,12.0,3.17
4642,S19344600073,06/04/2014,2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,"1691 ASBURY ROAD
DUBUQUE 52001
(42.500858, -90.696929)",31.0,Dubuque,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43198,Bacardi Torched Cherry,12,1000,$9.24,$14.35,4,$57.40,4.0,1.06
4643,S11783800005,04/22/2013,2627,Hy-Vee Wine and Spirits #1,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,"3424 MARTIN LUTHER KING JR PKW
DES MOINES 50310
(41.626402, -93.651112)",77.0,Polk,1031080.0,VODKA 80 PROOF,421,"Sazerac Co., Inc.",36974,Nikolai Vodka,24,375,$1.71,$2.56,48,$122.88,18.0,4.76
4644,S08166100001,10/08/2012,2500,Hy-Vee Food Store #1 / Ames,3800 W LINCOLN WAY,AMES,50010,"3800 W LINCOLN WAY
AMES 50010
(42.023145, -93.715664)",85.0,Story,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32237,Seagrams Extra Dry Gin,12,1000,$7.50,$11.24,12,$134.88,12.0,3.17
4645,S25523000001,05/07/2015,4185,Fareway Stores #737 / Grinnell,727 WEST ST,GRINNELL,50112,"727 WEST ST
GRINNELL 50112
(41.741296, -92.727346)",79.0,Poweshiek,1062310.0,SPICED RUM,260,Diageo Americas,43336,Captain Morgan Original Spiced,12,750,$9.00,$13.50,12,$162.00,9.0,2.38
4646,S15955000036,11/25/2013,3943,Good and Quick Co,519 LINCOLNWAY,NEVADA,50201,"519 LINCOLNWAY
NEVADA 50201
(42.022712, -93.45299)",85.0,Story,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,$1.56,$2.34,9,$21.06,1.8,0.48
4647,S19192400021,05/28/2014,4888,Circle S Bluff Stop,302 1ST ST,SERGEANT BLUFF,51054,"302 1ST ST
SERGEANT BLUFF 51054
(42.400333, -96.361378)",97.0,Woodbury,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,27410,Jim Beam Honey,12,750,$11.03,$16.55,2,$33.10,1.5,0.4
4648,S23061200062,12/19/2014,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,"103 FRANKLIN ST
MONONA 52159
(43.055133, -91.390767)",22.0,Clayton,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,$19.94,$29.91,1,$29.91,1.75,0.46
4649,S10340100008,01/30/2013,2594,Hy-Vee Food Store / Sioux City,4500 SERGEANT ROAD,SIOUX CITY,51106,"4500 SERGEANT ROAD
SIOUX CITY 51106
(42.448057, -96.350374)",97.0,Woodbury,1031080.0,VODKA 80 PROOF,259,Heaven Hill Brands,35416,Burnett's Vodka 80 Prf,12,750,$4.55,$6.82,12,$81.84,9.0,2.38
4650,S18794200012,05/06/2014,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,"2150 EAST 1ST ST
GRIMES 50111
(41.688335, -93.771771)",77.0,Polk,1022100.0,TEQUILA,205,E AND J GALLO WINERY,89533,Familia Camarena Reposado,12,750,$10.00,$15.00,12,$180.00,9.0,2.38
4651,S15586300015,11/06/2013,2501,Hy-vee  #2 / Ames,640 LINCOLNWAY,AMES,50010,"640 LINCOLNWAY
AMES 50010
(42.022848, -93.619455)",85.0,Story,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,$12.50,$18.75,12,$225.00,9.0,2.38
4652,S08674000031,10/31/2012,4080,Five Corners Liquor and Win,809 EAST 18 ST,CEDAR FALLS,50613,"809 EAST 18 ST
CEDAR FALLS 50613
(42.521427, -92.437189)",7.0,Black Hawk,1062300.0,FLAVORED RUM,370,Pernod Ricard USA/Austin Nichols,42703,Malibu Pineapple Rum,12,750,$6.75,$10.49,2,$20.98,1.5,0.4
4653,S28785200021,11/02/2015,3886,Wal-Mart 0646 / Anamosa,101  115 ST,ANAMOSA,52205,"101 115 ST
ANAMOSA 52205
(42.101677, -91.264965)",53.0,Jones,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,12,$94.20,9.0,2.38
4654,S16572200302,12/28/2013,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,"802 SOUTH CENTER
MARSHALLTOWN 50158
(42.034788, -92.899809)",64.0,Marshall,1032200.0,IMPORTED VODKA - MISC,434,Luxco-St Louis,35961,Pearl Red Berry Vodka,12,750,$7.86,$11.79,3,$35.37,2.25,0.59
4655,S17929000040,03/17/2014,2636,Hy-Vee Wine and Spirits / Hubbell,2310 HUBBELL AVE,DES MOINES,50317,"2310 HUBBELL AVE
DES MOINES 50317
(41.604313, -93.573844)",77.0,Polk,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15813,Paddy Devil's Apple Mini,16,600,$3.96,$5.94,1,$5.94,0.6,0.16
4656,S03430900006,01/04/2012,3818,Round Window Liquor,703 W PLEASANT ST,KNOXVILLE,50138,"703 W PLEASANT ST
KNOXVILLE 50138
(41.320746, -93.105641)",63.0,Marion,1011500.0,STRAIGHT RYE WHISKIES,65,Jim Beam Brands,27056,Jim Beam Rye,12,750,$10.49,$15.74,1,$15.74,0.75,0.2
4657,S15078300038,10/10/2013,3618,Wal-Mart 2716 / Cedar Rapids,3601 29TH AVE SW,CEDAR RAPIDS,52404,"3601 29TH AVE SW
CEDAR RAPIDS 52404
(41.949215, -91.718042)",57.0,Linn,1022100.0,TEQUILA,395,Proximo,89196,Jose Cuervo Especial Reposado Tequila,12,750,$10.49,$15.73,12,$188.76,9.0,2.38
4658,S23941700006,02/10/2015,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,"2150 EAST 1ST ST
GRIMES 50111
(41.688335, -93.771771)",77.0,Polk,1062310.0,SPICED RUM,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,$11.55,$17.33,12,$207.96,21.0,5.55
4659,S06074800013,06/14/2012,4694,Rina Mart LLC / Davenport,"3815, WEST KIMBERLY RD",DAVENPORT,52806,"3815, WEST KIMBERLY RD
DAVENPORT 52806
(41.561756, -90.63145)",82.0,Scott,1062310.0,SPICED RUM,260,Diageo Americas,43333,Captain Morgan Spiced Rum Pet,48,200,$2.00,$3.00,12,$36.00,2.4,0.63
4660,S27341800076,08/17/2015,2191,Keokuk Spirits,1013 MAIN,KEOKUK,52632,"1013 MAIN
KEOKUK 52632
(40.39978, -91.387531)",56.0,Lee,1012210.0,SINGLE MALT SCOTCH,65,Jim Beam Brands,5606,McClelland Islay,12,750,$13.01,$19.52,2,$39.04,1.5,0.4
4661,S24720100099,03/25/2015,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,"215 WEST MILWAUKEE
STORM LAKE 50588
(42.647492, -95.202605)",11.0,Buena Vista,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,40632,UV Whipped,12,750,$6.50,$9.75,3,$29.25,2.25,0.59
4662,S16655400022,01/06/2014,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,"501 7TH AVE SE
CEDAR RAPIDS 52401
(41.975739, -91.659878)",57.0,Linn,1032080.0,IMPORTED VODKA,35,"Bacardi U.S.A., Inc.",34422,Grey Goose Vodka,6,1000,$21.77,$32.66,12,$391.92,12.0,3.17
4663,S12047100020,05/06/2013,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,"3301 GORDON DR
SIOUX CITY 51105
(42.487752, -96.364108)",97.0,Woodbury,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,$9.70,$14.92,18,$268.56,31.5,8.32
4664,S12932100025,06/24/2013,4276,Wj's Liquor,107 N MILL ST,LAKE MILLS,50450,"107 N MILL ST
LAKE MILLS 50450
(43.419668, -93.535032)",95.0,Winnebago,1032200.0,IMPORTED VODKA - MISC,395,Proximo,34886,Three Olives Berry Vodka,12,750,$11.16,$16.74,1,$16.74,0.75,0.2
4665,S04718600022,03/26/2012,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,"1125 N DODGE ST
IOWA CITY 52240
(41.676203, -91.518536)",52.0,Johnson,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.31,$10.97,6,$65.82,10.5,2.77
4666,S11039900017,03/12/2013,4106,Hartig Drug Co. / JFK Rd / Dubuque,2255 JOHN F KENNEDY RD,DUBUQUE,52002,"2255 JOHN F KENNEDY RD
DUBUQUE 52002
(42.511454, -90.720519)",31.0,Dubuque,1071100.0,AMERICAN COCKTAILS,330,Gemini Spirits,62400,Margaritaville Classic Lime Margarita,6,1750,$7.01,$10.52,1,$10.52,1.75,0.46
4667,S16291100028,12/16/2013,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,"1808 23RD ST
HARLAN 51537
(41.650657, -95.339881)",83.0,Shelby,1031090.0,OTHER PROOF VODKA,260,Diageo Americas,40926,Smirnoff Silver Vodka 90 Prf,12,750,$7.86,$11.79,2,$23.58,1.5,0.4
4668,S06464700114,07/09/2012,4005,Lansing Liquor and More,417 MAIN ST,LANSING,52151,"417 MAIN ST
LANSING 52151
(43.36182, -91.219222)",3.0,Allamakee,1081200.0,CREAM LIQUEURS,305,MHW Ltd,73050,Rumchata,6,750,$12.50,$18.75,4,$75.00,3.0,0.79
4669,S12472800023,05/29/2013,2628,Hy-Vee Food Store / Eldora,1616 EDGINGTON,ELDORA,50627,"1616 EDGINGTON
ELDORA 50627
(42.360633, -93.103286)",42.0,Hardin,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37348,Phillips Vodka,6,1750,$7.60,$11.40,6,$68.40,10.5,2.77
4670,S26448400078,06/26/2015,2528,Hy-Vee Food Store #3 / Des Moines,3221 SE 14TH ST,DES MOINES,50315,"3221 SE 14TH ST
DES MOINES 50315
(41.553941, -93.596756)",77.0,Polk,1032200.0,IMPORTED VODKA - MISC,260,Diageo Americas,64716,Ciroc Peach,12,750,$19.00,$28.50,12,$342.00,9.0,2.38
4671,S05622500017,05/21/2012,3565,Hartig Drug Store #10,701 MORMON TREK BLVD,IOWA CITY,52246,"701 MORMON TREK BLVD
IOWA CITY 52246
(41.651985, -91.574025)",52.0,Johnson,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,$6.92,$10.38,12,$124.56,21.0,5.55
4672,S23331900021,01/07/2015,2846,CVS Pharmacy #8443 / Cedar Rapids,3419 16th AVE SW,CEDAR RAPIDS,52404,"3419 16th AVE SW
CEDAR RAPIDS 52404
(41.963526, -91.716583)",57.0,Linn,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,$27.00,$40.50,3,$121.50,2.25,0.59
4673,S13012200028,06/26/2013,3525,Wines and Spirits,106 W 2ND ST,WASHINGTON,52353,"106 W 2ND ST
WASHINGTON 52353
(41.300399, -91.692213)",92.0,Washington,1031080.0,VODKA 80 PROOF,297,Laird And Company,35926,Five O'clock PET Vodka,12,750,$3.37,$5.06,12,$60.72,9.0,2.38
4674,S20434700121,08/04/2014,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,"2400 4TH ST SW
MASON CITY 50401
(43.148446, -93.236556)",17.0,Cerro Gordo,1042100.0,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28238,Bombay Sapphire Gin,6,1750,$26.22,$39.33,2,$78.66,3.5,0.92
4675,S27283100005,08/12/2015,5050,Fareway Stores #147 / Carlisle,"1115, BLUESTEM DR",CARLISLE,50047,"1115, BLUESTEM DR
CARLISLE 50047
(41.497945, -93.499633)",91.0,Warren,1062310.0,SPICED RUM,240,"WILLIAM GRANT AND SONS, INC.",45886,Sailor Jerry Spiced Navy Rum,12,750,$9.65,$14.48,12,$173.76,9.0,2.38
4676,S18116400075,03/27/2014,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,"1720 WATERFRONT DR
IOWA CITY 52240
(41.64277, -91.530467)",52.0,Johnson,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19226,Knob Creek,6,750,$20.47,$30.71,6,$184.26,4.5,1.19
4677,S15647500098,11/11/2013,2666,Hy-Vee #2 / Ankeny,2510 SW STATE ST,ANKENY,50023,"2510 SW STATE ST
ANKENY 50023
(41.704185, -93.621597)",77.0,Polk,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,85,Brown-Forman Corporation,77786,Tuaca Perfect Chill,12,750,$11.44,$17.16,1,$17.16,0.75,0.2
4678,S16640300013,01/02/2014,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,"109 EAST 1ST ST STE B
GRIMES 50111
(41.6884, -93.793812)",77.0,Polk,1012200.0,SCOTCH WHISKIES,55,Sazerac North America,8825,Lauder's Scotch Traveler,12,750,$5.13,$7.69,1,$7.69,0.75,0.2
4679,S28940600024,11/09/2015,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,"2126 KIMBALL AVE
WATERLOO 50701
",7.0,Black Hawk,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11776,Black Velvet,12,750,$5.23,$7.85,12,$94.20,9.0,2.38
